"ID","K1","K2","K3","K4","K5","Assigned_cluster","sample","condition","Taxa","ID.y","group","era","Q","origin","meta"
"LH39",0.196469,0.516606,0.286905,1e-05,1e-05,2,"LH39_chilling","chilling","LH39","LH39","NSS","II","Mix",NA,"Mix_II_NA"
"LP5",1e-05,0.932918,0.045904,0.020849,0.000319,2,"LP5_chilling","chilling","LP5","LP5","SS","","SS","US","SS__US"
"N192",1e-05,0.99996,1e-05,1e-05,1e-05,2,"N192_cold","cold","N192","N192","SS",NA,"SS","US","SS_NA_US"
"NC294",0.014088,0.647881,0.338011,1e-05,1e-05,2,"NC294_chilling","chilling","NC294","NC294","SS","I","SS","US","SS_I_US"
"NC310",1e-05,0.912008,0.087962,1e-05,1e-05,2,"NC310_chilling","chilling","NC310","NC310","SS","I","SS","US","SS_I_US"
"NC314",0.064414,0.54031,0.38374,1e-05,0.011526,2,"NC314_chilling","chilling","NC314","NC314","SS",NA,"SS","US","SS_NA_US"
"NC326",1e-05,0.99996,1e-05,1e-05,1e-05,2,"NC326_chilling","chilling","NC326","NC326","SS","I","SS","US","SS_I_US"
"NS701",1e-05,0.99996,1e-05,1e-05,1e-05,2,"NS701_chilling","chilling","NS701","NS701","SS","II","SS","US","SS_II_US"
"PHG71",0.274772,0.413041,0.312167,1e-05,1e-05,2,"PHG71_chilling","chilling","PHG71","PHG71","SS","II","Iodent","US","Iodent_II_US"
"PHG86",1e-05,0.99996,1e-05,1e-05,1e-05,2,"PHG86_cold","cold","PHG86","PHG86","Mixed","II","SS","US","SS_II_US"
"PHT10",0.098002,0.796878,0.1051,1e-05,1e-05,2,"PHT10_chilling","chilling","PHT10","PHT10","SS","II","SS","US","SS_II_US"
"PHT77",0.173,0.777702,1e-05,0.049278,1e-05,2,"PHT77_chilling","chilling","PHT77","PHT77","NSS","II","SS","US","SS_II_US"
"PHW17",1e-05,0.70105,0.269151,1e-05,0.02978,2,"PHW17_chilling","chilling","PHW17","PHW17","SS","II","SS","US","SS_II_US"
"R229",1e-05,0.999958,1e-05,1.2e-05,1e-05,2,"R229_chilling","chilling","R229","R229","SS","I","SS","US","SS_I_US"
